"FROM","TO","n"
"022203","306301",28
"022301","021501",79
"022301","021503",240
"022301","021504",18
"022301","022302",63
"022301","022305",36
"022301","022308",29
"022301","026401",1444
"022301","026501",33
"022301","126101",19
"022301","146501",77
"022302","021401",49
"022302","021406",24
"022302","021501",11
"022302","022003",28
"022302","022004",14
"022302","022301",32
"022302","022304",20
"022302","022305",73
"022302","022308",23
"022302","026401",2840
"022302","026501",14
"022302","120616",12
"022302","126101",22
"022302","142105",12
"022302","146501",254
"022302","306401",90
"022303","022304",20
"022303","022305",200
"022303","022307",14
"022303","026401",222
"022303","146501",19
"022304","021801",27
"022304","021803",17
"022304","022302",15
"022304","022304",412
"022304","022305",368
"022304","022306",20
"022304","022307",12
"022304","022308",13
"022304","026401",1631
"022304","026501",20
"022304","126101",11
"022304","142106",12
"022304","146501",163
"022304","306401",17
"022305","021804",21
"022305","021901",22
"022305","022302",14
"022305","022304",146
"022305","022307",25
"022305","022308",25
"022305","022309",39
"022305","026201",14
"022305","026401",1506
"022305","026501",22
"022305","126101",20
"022305","142106",22
"022305","146501",245
"022305","246901",10
"022305","302109",16
"022305","306401",19
"022306","021901",24
"022306","021908",23
"022306","022304",161
"022306","022305",102
"022306","022307",27
"022306","026401",183
"022306","146501",33
"022307","020202",11
"022307","021901",26
"022307","021905",12
"022307","022304",173
"022307","022305",467
"022307","022307",233
"022307","026401",672
"022307","142106",23
"022307","146501",83
"022308","021501",75
"022308","021503",10
"022308","021504",40
"022308","022302",38
"022308","022304",27
"022308","022305",131
"022308","022308",265
"022308","022309",32
"022308","026401",2001
"022308","026501",20
"022308","126101",20
"022308","146501",200
"022308","306401",28
"022309","021501",24
"022309","021504",17
"022309","022304",18
"022309","022305",220
"022309","022308",67
"022309","026401",815
"022309","146501",85
"022309","246601",12
"022309","246901",13
"022401","020802",76
"022401","020807",15
"022401","022305",13
"022401","022401",136
"022401","022403",24
"022401","022404",29
"022401","022405",164
"022401","026401",90
"022401","241304",10
"022402","020204",11
"022402","021704",38
"022402","022305",81
"022402","022403",18
"022402","022404",10
"022402","022405",89
"022402","022406",14
"022402","026401",89
"022402","126101",14
"022403","020202",23
"022403","020802",44
"022403","020805",11
"022403","022305",64
"022403","022401",29
"022403","022404",29
"022403","022405",304
"022403","022406",36
"022403","022407",44
"022403","026401",197
"022403","026501",24
"022403","146501",29
"022403","160707",14
"022403","166101",42
"022403","241304",13
"022403","246501",14
"022404","020201",54
"022404","020202",65
"022404","020205",13
"022404","020802",22
"022404","022305",19
"022404","022403",11
"022404","022405",220
"022404","026401",74
"022405","020202",102
"022405","020204",10
"022405","020802",183
"022405","020805",11
"022405","021901",20
"022405","022305",193
"022405","022401",134
"022405","022402",52
"022405","022403",74
"022405","022404",156
"022405","022405",649
"022405","022406",37
"022405","022407",17
"022405","026401",370
"022405","026501",13
"022405","146501",51
"022405","166101",18
"022405","241304",30
"022405","246501",10
"022406","020802",16
"022406","021703",11
"022406","021704",152
"022406","022304",42
"022406","022305",368
"022406","022309",14
"022406","022402",24
"022406","022403",60
"022406","022404",15
"022406","022405",174
"022406","022406",381
"022406","026401",514
"022406","146501",27
"022406","160707",20
"022406","166101",39
"022406","306401",21
"022407","020802",55
"022407","022403",29
"022407","022405",56
"022407","022407",110
"022407","026401",50
"022501","022502",112
"022501","022503",209
"022501","022505",23
"022501","022507",16
"022501","026401",33
"022501","100101",10
"022501","100104",21
"022502","020101",10
"022502","020104",95
"022502","020105",14
"022502","021001",38
"022502","022305",11
"022502","022501",42
"022502","022503",1291
"022502","022504",67
"022502","022505",30
"022502","022506",18
"022502","022507",164
"022502","026101",10
"022502","026201",13
"022502","026401",192
"022502","026501",10
"022502","100101",61
"022502","100104",92
"022502","126101",19
"022502","146501",69
"022502","166101",13
"022503","022502",212
"022503","022503",650
"022503","026201",17
"022503","026401",64
"022503","086201",11
"022503","100101",58
"022503","100104",102
"022504","020104",90
"022504","022502",368
"022504","022503",14
"022504","022504",110
"022504","022505",13
"022504","022506",10
"022504","022507",51
"022504","026401",114
"022504","126101",17
"022504","141804",12
"022504","146501",67
"022505","020104",12
"022505","021001",22
"022505","022501",96
"022505","022502",265
"022505","022503",211
"022505","022507",28
"022505","026101",11
"022505","026401",62
"022505","100101",17
"022505","100104",26
"022506","020101",59
"022506","020104",308
"022506","020105",20
"022506","021001",12
"022506","022502",129
"022506","022503",10
"022506","022504",34
"022506","022506",93
"022506","022507",17
"022506","026401",218
"022506","081004",11
"022506","146501",102
"022507","020104",34
"022507","021001",27
"022507","022501",11
"022507","022502",611
"022507","022503",235
"022507","022504",14
"022507","022505",27
"022507","026101",11
"022507","026201",10
"022507","026401",147
"022507","100101",16
"022507","100104",17
"022507","141804",13
"022507","146501",24
"022601","020605",85
"022601","022602",17
"022601","022604",10
"022601","026101",121
"022601","026401",27
"022602","020101",18
"022602","020501",17
"022602","020901",12
"022602","020905",42
"022602","021101",45
"022602","021604",60
"022602","022305",11
"022602","022603",42
"022602","022604",52
"022602","022605",37
"022602","022606",283
"022602","026201",431
"022602","026401",122
"022602","026501",11
"022602","146501",17
"022603","020101",30
"022603","020106",18
"022603","021203",12
"022603","021604",32
"022603","022602",153
"022603","022605",13
"022603","022606",41
"022603","026201",47
"022603","026401",55
"022604","020605",111
"022604","020606",34
"022604","020608",13
"022604","020905",13
"022604","021101",15
"022604","022601",11
"022604","022602",145
"022604","022604",81
"022604","022606",77
"022604","026101",187
"022604","026201",20
"022604","026401",78
"022605","020101",30
"022605","020106",26
"022605","020901",49
"022605","020902",20
"022605","021101",50
"022605","021604",19
"022605","022602",193
"022605","022603",16
"022605","022606",26
"022605","026201",118
"022605","026401",74
"022606","020501",20
"022606","020905",39
"022606","021101",24
"022606","021604",34
"022606","022602",367
"022606","022603",21
"022606","022604",11
"022606","022605",26
"022606","026201",246
"022606","026401",82
"022606","026501",12
"022606","146501",13
"026101","020101",13
"026101","020202",20
"026101","020502",30
"026101","020601",140
"026101","020602",77
"026101","020603",302
"026101","020604",137
"026101","020605",381
"026101","020606",122
"026101","020607",216
"026101","020608",221
"026101","020609",134
"026101","020701",24
"026101","020807",23
"026101","021001",14
"026101","021002",17
"026101","021201",13
"026101","021203",11
"026101","021205",11
"026101","021901",12
"026101","022304",20
"026101","022305",21
"026101","022502",20
"026101","026201",42
"026101","026401",317
"026101","026501",33
"026101","143409",51
"026101","146501",79
"026101","166101",10
"026101","246601",53
"026101","246901",29
"026101","302109",11
"026101","306401",12
"026101","320507",17
"026201","020101",39
"026201","020103",12
"026201","020105",17
"026201","020301",42
"026201","020501",123
"026201","020503",29
"026201","020506",24
"026201","020604",10
"026201","020607",10
"026201","020901",71
"026201","020903",49
"026201","020904",243
"026201","020905",1059
"026201","020906",102
"026201","020907",62
"026201","020908",30
"026201","021101",673
"026201","021102",53
"026201","021103",30
"026201","021604",446
"026201","021804",42
"026201","021901",16
"026201","022304",59
"026201","022305",186
"026201","022502",18
"026201","022505",11
"026201","022602",87
"026201","022606",35
"026201","026401",914
"026201","026501",80
"026201","106101",10
"026201","126101",38
"026201","146501",148
"026201","226101",12
"026201","241001",12
"026201","246901",19
"026201","301901",10
"026201","306401",41
"026401","020101",22
"026401","020201",22
"026401","020202",73
"026401","020206",13
"026401","020301",22
"026401","020501",20
"026401","020608",12
"026401","020701",12
"026401","020802",25
"026401","020902",28
"026401","020905",19
"026401","021001",19
"026401","021101",137
"026401","021302",22
"026401","021303",57
"026401","021401",134
"026401","021402",18
"026401","021403",22
"026401","021406",57
"026401","021407",33
"026401","021501",267
"026401","021503",278
"026401","021504",93
"026401","021604",47
"026401","021701",13
"026401","021704",134
"026401","021801",21
"026401","021803",541
"026401","021804",311
"026401","021901",181
"026401","021902",27
"026401","021906",35
"026401","021907",15
"026401","021908",32
"026401","022001",112
"026401","022002",48
"026401","022003",171
"026401","022004",182
"026401","022005",21
"026401","022006",19
"026401","022103",14
"026401","022201",170
"026401","022203",67
"026401","022301",238
"026401","022302",1092
"026401","022304",1132
"026401","022305",3149
"026401","022306",26
"026401","022307",91
"026401","022308",683
"026401","022309",225
"026401","022403",11
"026401","022405",37
"026401","022406",23
"026401","022502",33
"026401","022602",17
"026401","026101",54
"026401","026201",172
"026401","026501",184
"026401","046301",20
"026401","060201",36
"026401","066301",21
"026401","086101",13
"026401","086201",20
"026401","101807",14
"026401","102008",31
"026401","106101",71
"026401","120616",31
"026401","120903",12
"026401","121809",11
"026401","126101",223
"026401","141708",45
"026401","141803",15
"026401","141804",154
"026401","142001",20
"026401","142102",20
"026401","142104",10
"026401","142105",52
"026401","142106",186
"026401","143205",17
"026401","143206",11
"026401","143802",27
"026401","146501",2495
"026401","160101",61
"026401","160102",25
"026401","160602",18
"026401","160705",15
"026401","166101",141
"026401","180401",44
"026401","186301",23
"026401","226101",62
"026401","226201",23
"026401","240301",16
"026401","246101",39
"026401","246301",17
"026401","246401",14
"026401","246501",25
"026401","246601",72
"026401","246901",114
"026401","247501",18
"026401","247701",19
"026401","247801",13
"026401","260901",10
"026401","266101",88
"026401","301204",25
"026401","301701",11
"026401","301807",19
"026401","301901",10
"026401","302107",137
"026401","302108",49
"026401","302109",130
"026401","302116",12
"026401","302117",31
"026401","302205",19
"026401","306101",19
"026401","306201",10
"026401","306301",10
"026401","306401",201
"026401","321406",15
"026401","326201",36
"026501","020202",57
"026501","020501",16
"026501","020701",49
"026501","020702",27
"026501","020804",10
"026501","020811",12
"026501","020905",14
"026501","021101",32
"026501","021503",13
"026501","021604",10
"026501","021901",346
"026501","021902",386
"026501","021904",15
"026501","021906",83
"026501","021907",49
"026501","021908",16
"026501","022101",113
"026501","022102",45
"026501","022103",421
"026501","022104",55
"026501","022105",37
"026501","022106",98
"026501","022107",54
"026501","022108",52
"026501","022304",25
"026501","022305",637
"026501","026101",22
"026501","026201",42
"026501","026401",1393
"026501","106301",17
"026501","126101",30
"026501","146501",180
"026501","240101",13
"026501","240802",15
"026501","246501",17
"026501","246901",17
"026501","247601",10
"026501","306401",56
"040101","040102",301
"040101","040104",137
"040101","040106",19
"040101","040107",13
"040101","040109",16
"040101","046101",133
"040101","046301",198
